X0 X1 X2
X1487 79 80
X1488 82 85
X1489 87 96
X1490 91 95
X1491 85 89
X1492 93 103
X1493 97 109
X1494 107 115
X1495 87 91
X1496 86 92
X1497 89 94
X1498 92 104
X1499 88 88
X1500 83 94
X1501 92 99
X1502 100 114
X1503 76 78
X1504 89 92
X1505 88 96
X1506 93 98
X1507 87 90
X1508 85 99
X1509 83 95
X1510 91 100
X1511 81 89
X1512 88 100
X1513 96 103
X1514 106 109
X1515 87 101
X1516 98 100
X1517 105 110
X1518 102 118
X1519 93 106
X1520 94 108
X1521 96 103
X1522 95 108
X1523 92 107
X1524 98 110
X1525 102 110
X1526 110 110
X1527 95 105
X1528 101 102
X1529 108 111
X1530 108 118
X1531 107 115
X1532 111 116
X1533 118 119
X1534 129 139
X1535 62 63
X1536 68 68
X1537 67 67
X1538 66 70
X1539 57 66
X1540 68 70
X1541 65 69
X1542 72 72
X1543 64 69
X1544 64 72
X1545 64 64
X1546 69 78
X1547 70 74
X1548 76 76
X1549 71 83
X1550 86 89
X1551 63 63
X1552 70 75
X1553 70 79
X1554 76 84
X1555 76 81
X1556 75 86
X1557 74 80
X1558 86 93
X1559 69 77
X1560 76 87
X1561 71 78
X1562 79 82
X1563 74 85
X1564 88 91
X1565 79 90
X1566 96 99
X1567 64 70
X1568 63 71
X1569 67 70
X1570 74 77
X1571 61 72
X1572 70 71
X1573 74 77
X1574 75 76
X1575 62 67
X1576 68 68
X1577 71 71
X1578 78 78
X1579 71 72
X1580 71 76
X1581 75 84
X1582 84 88
X1583 67 78
X1584 70 81
X1585 74 81
X1586 79 87
X1587 80 89
X1588 88 95
X1589 80 93
X1590 95 98
X1591 81 84
X1592 80 85
X1593 76 86
X1594 87 94
X1595 77 90
X1596 82 90
X1597 80 87
X1598 87 102
X1599 58 65
X1600 67 71
X1601 62 68
X1602 67 67
X1603 69 75
X1604 72 74
X1605 71 79
X1606 77 86
X1607 68 68
X1608 77 81
X1609 74 83
X1610 85 87
X1611 75 81
X1612 82 88
X1613 76 89
X1614 90 91
X1615 73 75
X1616 71 77
X1617 72 85
X1618 80 82
X1619 75 83
X1620 85 85
X1621 76 89
X1622 90 99
X1623 75 84
X1624 87 87
X1625 77 87
X1626 86 87
X1627 71 80
X1628 83 90
X1629 86 95
X1630 89 94
X1631 62 64
X1632 68 78
X1633 69 70
X1634 75 78
X1635 78 79
X1636 76 85
X1637 80 83
X1638 84 84
X1639 71 74
X1640 76 84
X1641 76 79
X1642 77 81
X1643 83 84
X1644 80 93
X1645 77 88
X1646 86 99
X1647 71 74
X1648 68 79
X1649 71 71
X1650 73 80
X1651 74 79
X1652 77 84
X1653 85 87
X1654 85 90
X1655 71 74
X1656 79 79
X1657 82 82
X1658 87 88
X1659 85 90
X1660 92 93
X1661 85 97
X1662 92 103
X1663 61 64
X1664 65 71
X1665 67 74
X1666 73 77
X1667 61 69
X1668 67 71
X1669 71 71
X1670 72 80
X1671 59 66
X1672 67 75
X1673 66 75
X1674 76 82
X1675 75 77
X1676 74 84
X1677 78 90
X1678 79 89
X1679 69 75
X1680 74 74
X1681 72 80
X1682 77 80
X1683 69 73
X1684 74 76
X1685 79 86
X1686 81 90
X1687 68 73
X1688 79 84
X1689 73 74
X1690 83 89
X1691 77 83
X1692 87 90
X1693 88 97
X1694 91 104
X1695 70 78
X1696 72 82
X1697 75 82
X1698 88 92
X1699 80 91
X1700 91 91
X1701 88 94
X1702 95 110
X1703 73 81
X1704 85 85
X1705 82 91
X1706 85 96
X1707 83 92
X1708 83 96
X1709 84 85
X1710 94 95
X1711 81 85
X1712 84 84
X1713 83 86
X1714 80 90
X1715 86 86
X1716 91 91
X1717 84 92
X1718 100 102
X1719 77 86
X1720 86 98
X1721 92 97
X1722 98 112
X1723 91 91
X1724 105 105
X1725 89 102
X1726 100 112
X1727 64 72
X1728 74 76
X1729 74 78
X1730 74 78
X1731 67 76
X1732 77 85
X1733 85 85
X1734 85 90
X1735 81 86
X1736 81 94
X1737 81 91
X1738 87 91
X1739 79 91
X1740 81 89
X1741 89 90
X1742 91 97
X1743 71 71
X1744 80 82
X1745 77 88
X1746 90 97
X1747 87 90
X1748 87 97
X1749 87 93
X1750 91 102
X1751 82 86
X1752 82 95
X1753 82 86
X1754 95 98
X1755 84 98
X1756 89 100
X1757 92 93
X1758 100 108
X1759 66 71
X1760 74 83
X1761 72 76
X1762 82 82
X1763 77 85
X1764 83 95
X1765 85 90
X1766 90 91
X1767 67 76
X1768 77 84
X1769 77 83
X1770 88 97
X1771 84 90
X1772 91 100
X1773 88 97
X1774 95 106
X1775 76 83
X1776 82 93
X1777 87 91
X1778 88 91
X1779 81 92
X1780 86 87
X1781 93 95
X1782 103 103
X1783 86 97
X1784 99 102
X1785 89 93
X1786 101 101
X1787 95 101
X1788 101 115
X1789 100 107
X1790 105 114
X1791 67 68
X1792 65 70
X1793 66 74
X1794 75 76
X1795 69 74
X1796 76 83
X1797 73 76
X1798 75 82
X1799 70 75
X1800 76 86
X1801 83 84
X1802 87 89
X1803 77 86
X1804 75 88
X1805 84 84
X1806 82 95
X1807 72 72
X1808 75 77
X1809 76 87
X1810 78 87
X1811 84 88
X1812 88 94
X1813 90 95
X1814 91 98
X1815 75 76
X1816 76 83
X1817 76 84
X1818 83 85
X1819 78 85
X1820 85 93
X1821 90 93
X1822 90 102
X1823 65 76
X1824 80 83
X1825 70 73
X1826 78 85
X1827 76 77
X1828 78 84
X1829 80 86
X1830 94 98
X1831 77 83
X1832 82 86
X1833 82 82
X1834 81 83
X1835 77 86
X1836 80 87
X1837 79 89
X1838 83 91
X1839 74 74
X1840 76 84
X1841 79 88
X1842 82 94
X1843 75 83
X1844 82 93
X1845 82 90
X1846 95 102
X1847 74 87
X1848 91 91
X1849 91 93
X1850 90 95
X1851 82 94
X1852 91 92
X1853 85 88
X1854 92 103
X1855 69 75
X1856 76 82
X1857 68 74
X1858 80 83
X1859 80 86
X1860 84 95
X1861 77 88
X1862 86 99
X1863 72 77
X1864 77 89
X1865 84 89
X1866 91 102
X1867 79 90
X1868 88 96
X1869 88 99
X1870 92 102
X1871 65 68
X1872 71 76
X1873 73 80
X1874 87 87
X1875 79 85
X1876 92 95
X1877 84 91
X1878 87 96
X1879 73 81
X1880 77 81
X1881 82 86
X1882 88 101
X1883 91 92
X1884 96 96
X1885 93 105
X1886 100 101
X1887 83 87
X1888 90 98
X1889 84 89
X1890 96 100
X1891 76 85
X1892 83 93
X1893 89 103
X1894 99 101
X1895 85 87
X1896 91 105
X1897 96 97
X1898 104 105
X1899 96 103
X1900 103 109
X1901 108 112
X1902 107 121
X1903 86 91
X1904 91 97
X1905 85 89
X1906 99 101
X1907 90 90
X1908 104 105
X1909 100 100
X1910 112 114
X1911 99 99
X1912 101 102
X1913 96 108
X1914 106 111
X1915 99 106
X1916 102 110
X1917 101 112
X1918 101 112
X1919 77 78
X1920 77 85
X1921 77 85
X1922 82 87
X1923 76 87
X1924 76 88
X1925 86 91
X1926 94 106
X1927 91 94
X1928 89 97
X1929 88 94
X1930 102 102
X1931 89 96
X1932 98 110
X1933 106 108
X1934 103 113
X1935 84 84
X1936 86 86
X1937 82 94
X1938 86 94
X1939 84 84
X1940 90 90
X1941 86 101
X1942 94 99
X1943 78 91
X1944 89 90
X1945 90 99
X1946 92 101
X1947 95 96
X1948 93 101
X1949 92 95
X1950 97 109
X1951 75 78
X1952 84 87
X1953 82 83
X1954 93 93
X1955 92 93
X1956 95 102
X1957 92 99
X1958 96 103
X1959 91 102
X1960 96 97
X1961 98 98
X1962 93 104
X1963 92 107
X1964 104 114
X1965 113 121
X1966 114 130
X1967 84 84
X1968 85 91
X1969 92 103
X1970 95 108
X1971 87 93
X1972 92 97
X1973 98 111
X1974 106 108
X1975 93 107
X1976 97 112
X1977 110 114
X1978 111 115
X1979 99 104
X1980 111 123
X1981 106 110
X1982 109 112
X1983 74 81
X1984 78 87
X1985 86 98
X1986 92 93
X1987 85 86
X1988 97 100
X1989 90 95
X1990 86 99
X1991 82 86
X1992 87 99
X1993 98 100
X1994 100 114
X1995 96 107
X1996 100 113
X1997 113 116
X1998 117 119
X1999 99 99
X2000 97 105
X2001 99 103
X2002 105 108
X2003 98 107
X2004 104 111
X2005 115 123
X2006 119 120
X2007 91 102
X2008 101 102
X2009 99 104
X2010 102 103
X2011 102 104
X2012 100 115
X2013 113 130
X2014 118 128
X2015 93 93
X2016 94 103
X2017 106 109
X2018 107 117
X2019 92 94
X2020 100 115
X2021 115 116
X2022 111 120
X2023 94 95
X2024 94 101
X2025 107 108
X2026 110 114
X2027 106 110
X2028 104 115
X2029 106 109
X2030 119 130
X2031 98 110
X2032 116 122
X2033 112 112
X2034 119 124
X2035 121 123
X2036 122 125
X2037 115 115
X2038 129 137
X2039 104 112
X2040 105 111
X2041 107 113
X2042 114 133
X2043 113 129
X2044 133 135
X2045 120 131
X2046 144 147
