X0 X1 X2
X1332 X2665 X2666
X1333 X2667 X2668
X1334 X2669 X2670
X1335 X2671 X2672
X1336 X2673 X2674
X1337 X2675 X2676
X1338 X2677 X2678
X1339 X2679 X2680
X1340 X2681 X2682
X1341 X2683 X2684
X1342 X2685 X2686
X1343 X2687 X2688
X1344 X2689 X2690
X1345 X2691 X2692
X1346 X2693 X2694
X1347 X2695 X2696
X1348 X2697 X2698
X1349 X2699 X2700
X1350 X2701 X2702
X1351 X2703 X2704
X1352 X2705 X2706
X1353 X2707 X2708
X1354 X2709 X2710
X1355 X2711 X2712
X1356 X2713 X2714
X1357 X2715 X2716
X1358 X2717 X2718
X1359 X2719 X2720
X1360 X2721 X2722
X1361 X2723 X2724
X1362 X2725 X2726
X1363 X2727 X2728
X1364 X2729 X2730
X1365 X2731 X2732
X1366 X2733 X2734
X1367 X2735 X2736
X1368 X2737 X2738
X1369 X2739 X2740
X1370 X2741 X2742
X1371 X2743 X2744
X1372 X2745 X2746
X1373 X2747 X2748
X1374 X2749 X2750
X1375 X2751 X2752
X1376 X2753 X2754
X1377 X2755 X2756
X1378 X2757 X2758
X1379 X2759 X2760
X1380 X2761 X2762
X1381 X2763 X2764
X1382 X2765 X2766
X1383 X2767 X2768
X1384 X2769 X2770
X1385 X2771 X2772
X1386 X2773 X2774
X1387 X2775 X2776
X1388 X2777 X2778
X1389 X2779 X2780
X1390 X2781 X2782
X1391 X2783 X2784
X1392 X2785 X2786
X1393 X2787 X2788
X1394 X2789 X2790
X1395 X2791 X2792
X1396 X2793 X2794
X1397 X2795 X2796
X1398 X2797 X2798
X1399 X2799 X2800
X1400 X2801 X2802
X1401 X2803 X2804
X1402 X2805 X2806
X1403 X2807 X2808
X1404 X2809 X2810
X1405 X2811 X2812
X1406 X2813 X2814
X1407 X2815 X2816
X1408 X2817 X2818
X1409 X2819 X2820
X1410 X2821 X2822
X1411 X2823 X2824
X1412 X2825 X2826
X1413 X2827 X2828
X1414 X2829 X2830
X1415 X2831 X2832
X1416 X2833 X2834
X1417 X2835 X2836
X1418 X2837 X2838
X1419 X2839 X2840
X1420 X2841 X2842
X1421 X2843 X2844
X1422 X2845 X2846
X1423 X2847 X2848
X1424 X2849 X2850
X1425 X2851 X2852
X1426 X2853 X2854
X1427 X2855 X2856
X1428 X2857 X2858
X1429 X2859 X2860
X1430 X2861 X2862
X1431 X2863 X2864
X1432 X2865 X2866
X1433 X2867 X2868
X1434 X2869 X2870
X1435 X2871 X2872
X1436 X2873 X2874
X1437 X2875 X2876
X1438 X2877 X2878
X1439 X2879 X2880
X1440 X2881 X2882
X1441 X2883 X2884
X1442 X2885 X2886
X1443 X2887 X2888
X1444 X2889 X2890
X1445 X2891 X2892
X1446 X2893 X2894
X1447 X2895 X2896
X1448 X2897 X2898
X1449 X2899 X2900
X1450 X2901 X2902
X1451 X2903 X2904
X1452 X2905 X2906
X1453 X2907 X2908
X1454 X2909 X2910
X1455 X2911 X2912
X1456 X2913 X2914
X1457 X2915 X2916
X1458 X2917 X2918
X1459 X2919 X2920
X1460 X2921 X2922
X1461 X2923 X2924
X1462 X2925 X2926
X1463 X2927 X2928
X1464 X2929 X2930
X1465 X2931 X2932
X1466 X2933 X2934
X1467 X2935 X2936
X1468 X2937 X2938
X1469 X2939 X2940
X1470 X2941 X2942
X1471 X2943 X2944
X1472 X2945 X2946
X1473 X2947 X2948
X1474 X2949 X2950
X1475 X2951 X2952
X1476 X2953 X2954
X1477 X2955 X2956
X1478 X2957 X2958
X1479 X2959 X2960
X1480 X2961 X2962
X1481 X2963 X2964
X1482 X2965 X2966
X1483 X2967 X2968
X1484 X2969 X2970
X1485 X2971 X2972
X1486 X2973 X2974
X1487 X2975 X2976
X1488 X2977 X2978
X1489 X2979 X2980
X1490 X2981 X2982
X1491 X2983 X2984
X1492 X2985 X2986
X1493 X2987 X2988
X1494 X2989 X2990
X1495 X2991 X2992
X1496 X2993 X2994
X1497 X2995 X2996
X1498 X2997 X2998
X1499 X2999 X3000
X1500 X3001 X3002
X1501 X3003 X3004
X1502 X3005 X3006
X1503 X3007 X3008
X1504 X3009 X3010
X1505 X3011 X3012
X1506 X3013 X3014
X1507 X3015 X3016
X1508 X3017 X3018
X1509 X3019 X3020
X1510 X3021 X3022
X1511 X3023 X3024
X1512 X3025 X3026
X1513 X3027 X3028
X1514 X3029 X3030
X1515 X3031 X3032
X1516 X3033 X3034
X1517 X3035 X3036
X1518 X3037 X3038
X1519 X3039 X3040
X1520 X3041 X3042
X1521 X3043 X3044
X1522 X3045 X3046
X1523 X3047 X3048
X1524 X3049 X3050
X1525 X3051 X3052
X1526 X3053 X3054
X1527 X3055 X3056
X1528 X3057 X3058
X1529 X3059 X3060
X1530 X3061 X3062
X1531 X3063 X3064
X1532 X3065 X3066
X1533 X3067 X3068
X1534 X3069 X3070
X1535 X3071 X3072
X1536 X3073 X3074
X1537 X3075 X3076
X1538 X3077 X3078
X1539 X3079 X3080
X1540 X3081 X3082
X1541 X3083 X3084
X1542 X3085 X3086
X1543 X3087 X3088
X1544 X3089 X3090
X1545 X3091 X3092
X1546 X3093 X3094
X1547 X3095 X3096
X1548 X3097 X3098
X1549 X3099 X3100
X1550 X3101 X3102
X1551 X3103 X3104
X1552 X3105 X3106
X1553 X3107 X3108
X1554 X3109 X3110
X1555 X3111 X3112
X1556 X3113 X3114
X1557 X3115 X3116
X1558 X3117 X3118
X1559 X3119 X3120
X1560 X3121 X3122
X1561 X3123 X3124
X1562 X3125 X3126
X1563 X3127 X3128
X1564 X3129 X3130
X1565 X3131 X3132
X1566 X3133 X3134
X1567 X3135 X3136
X1568 X3137 X3138
X1569 X3139 X3140
X1570 X3141 X3142
X1571 X3143 X3144
X1572 X3145 X3146
X1573 X3147 X3148
X1574 X3149 X3150
X1575 X3151 X3152
X1576 X3153 X3154
X1577 X3155 X3156
X1578 X3157 X3158
X1579 X3159 X3160
X1580 X3161 X3162
X1581 X3163 X3164
X1582 X3165 X3166
X1583 X3167 X3168
X1584 X3169 X3170
X1585 X3171 X3172
X1586 X3173 X3174
X1587 X3175 X3176
X1588 X3177 X3178
X1589 X3179 X3180
X1590 X3181 X3182
X1591 X3183 X3184
X1592 X3185 X3186
X1593 X3187 X3188
X1594 X3189 X3190
X1595 X3191 X3192
X1596 X3193 X3194
X1597 X3195 X3196
X1598 X3197 X3198
X1599 X3199 X3200
X1600 X3201 X3202
X1601 X3203 X3204
X1602 X3205 X3206
X1603 X3207 X3208
X1604 X3209 X3210
X1605 X3211 X3212
X1606 X3213 X3214
X1607 X3215 X3216
X1608 X3217 X3218
X1609 X3219 X3220
X1610 X3221 X3222
X1611 X3223 X3224
X1612 X3225 X3226
X1613 X3227 X3228
X1614 X3229 X3230
X1615 X3231 X3232
X1616 X3233 X3234
X1617 X3235 X3236
X1618 X3237 X3238
X1619 X3239 X3240
X1620 X3241 X3242
X1621 X3243 X3244
X1622 X3245 X3246
X1623 X3247 X3248
X1624 X3249 X3250
X1625 X3251 X3252
X1626 X3253 X3254
X1627 X3255 X3256
X1628 X3257 X3258
X1629 X3259 X3260
X1630 X3261 X3262
X1631 X3263 X3264
X1632 X3265 X3266
X1633 X3267 X3268
X1634 X3269 X3270
X1635 X3271 X3272
X1636 X3273 X3274
X1637 X3275 X3276
X1638 X3277 X3278
X1639 X3279 X3280
X1640 X3281 X3282
X1641 X3283 X3284
X1642 X3285 X3286
X1643 X3287 X3288
X1644 X3289 X3290
X1645 X3291 X3292
X1646 X3293 X3294
X1647 X3295 X3296
X1648 X3297 X3298
X1649 X3299 X3300
X1650 X3301 X3302
X1651 X3303 X3304
X1652 X3305 X3306
X1653 X3307 X3308
X1654 X3309 X3310
X1655 X3311 X3312
X1656 X3313 X3314
X1657 X3315 X3316
X1658 X3317 X3318
X1659 X3319 X3320
X1660 X3321 X3322
X1661 X3323 X3324
X1662 X3325 X3326
X1663 X3327 X3328
X1664 X3329 X3330
X1665 X3331 X3332
X1666 X3333 X3334
X1667 X3335 X3336
X1668 X3337 X3338
X1669 X3339 X3340
X1670 X3341 X3342
X1671 X3343 X3344
X1672 X3345 X3346
X1673 X3347 X3348
X1674 X3349 X3350
X1675 X3351 X3352
X1676 X3353 X3354
X1677 X3355 X3356
X1678 X3357 X3358
X1679 X3359 X3360
X1680 X3361 X3362
X1681 X3363 X3364
X1682 X3365 X3366
X1683 X3367 X3368
X1684 X3369 X3370
X1685 X3371 X3372
X1686 X3373 X3374
X1687 X3375 X3376
X1688 X3377 X3378
X1689 X3379 X3380
X1690 X3381 X3382
X1691 X3383 X3384
X1692 X3385 X3386
X1693 X3387 X3388
X1694 X3389 X3390
X1695 X3391 X3392
X1696 X3393 X3394
X1697 X3395 X3396
X1698 X3397 X3398
X1699 X3399 X3400
X1700 X3401 X3402
X1701 X3403 X3404
X1702 X3405 X3406
X1703 X3407 X3408
X1704 X3409 X3410
X1705 X3411 X3412
X1706 X3413 X3414
X1707 X3415 X3416
X1708 X3417 X3418
X1709 X3419 X3420
X1710 X3421 X3422
X1711 X3423 X3424
X1712 X3425 X3426
X1713 X3427 X3428
X1714 X3429 X3430
X1715 X3431 X3432
X1716 X3433 X3434
X1717 X3435 X3436
X1718 X3437 X3438
X1719 X3439 X3440
X1720 X3441 X3442
X1721 X3443 X3444
X1722 X3445 X3446
X1723 X3447 X3448
X1724 X3449 X3450
X1725 X3451 X3452
X1726 X3453 X3454
X1727 X3455 X3456
X1728 X3457 X3458
X1729 X3459 X3460
X1730 X3461 X3462
X1731 X3463 X3464
X1732 X3465 X3466
X1733 X3467 X3468
X1734 X3469 X3470
X1735 X3471 X3472
X1736 X3473 X3474
X1737 X3475 X3476
X1738 X3477 X3478
X1739 X3479 X3480
X1740 X3481 X3482
X1741 X3483 X3484
X1742 X3485 X3486
X1743 X3487 X3488
X1744 X3489 X3490
X1745 X3491 X3492
X1746 X3493 X3494
X1747 X3495 X3496
X1748 X3497 X3498
X1749 X3499 X3500
X1750 X3501 X3502
X1751 X3503 X3504
X1752 X3505 X3506
X1753 X3507 X3508
X1754 X3509 X3510
X1755 X3511 X3512
X1756 X3513 X3514
X1757 X3515 X3516
X1758 X3517 X3518
X1759 X3519 X3520
X1760 X3521 X3522
X1761 X3523 X3524
X1762 X3525 X3526
X1763 X3527 X3528
X1764 X3529 X3530
X1765 X3531 X3532
X1766 X3533 X3534
X1767 X3535 X3536
X1768 X3537 X3538
X1769 X3539 X3540
X1770 X3541 X3542
X1771 X3543 X3544
X1772 X3545 X3546
X1773 X3547 X3548
X1774 X3549 X3550
X1775 X3551 X3552
X1776 X3553 X3554
X1777 X3555 X3556
X1778 X3557 X3558
X1779 X3559 X3560
X1780 X3561 X3562
X1781 X3563 X3564
X1782 X3565 X3566
X1783 X3567 X3568
X1784 X3569 X3570
X1785 X3571 X3572
X1786 X3573 X3574
X1787 X3575 X3576
X1788 X3577 X3578
X1789 X3579 X3580
X1790 X3581 X3582
X1791 X3583 X3584
X1792 X3585 X3586
X1793 X3587 X3588
X1794 X3589 X3590
X1795 X3591 X3592
X1796 X3593 X3594
X1797 X3595 X3596
X1798 X3597 X3598
X1799 X3599 X3600
X1800 X3601 X3602
X1801 X3603 X3604
X1802 X3605 X3606
X1803 X3607 X3608
X1804 X3609 X3610
X1805 X3611 X3612
X1806 X3613 X3614
X1807 X3615 X3616
X1808 X3617 X3618
X1809 X3619 X3620
X1810 X3621 X3622
X1811 X3623 X3624
X1812 X3625 X3626
X1813 X3627 X3628
X1814 X3629 X3630
X1815 X3631 X3632
X1816 X3633 X3634
X1817 X3635 X3636
X1818 X3637 X3638
X1819 X3639 X3640
X1820 X3641 X3642
X1821 X3643 X3644
X1822 X3645 X3646
X1823 X3647 X3648
X1824 X3649 X3650
X1825 X3651 X3652
X1826 X3653 X3654
X1827 X3655 X3656
X1828 X3657 X3658
X1829 X3659 X3660
X1830 X3661 X3662
X1831 X3663 X3664
X1832 X3665 X3666
X1833 X3667 X3668
X1834 X3669 X3670
X1835 X3671 X3672
X1836 X3673 X3674
X1837 X3675 X3676
X1838 X3677 X3678
X1839 X3679 X3680
X1840 X3681 X3682
X1841 X3683 X3684
X1842 X3685 X3686
X1843 X3687 X3688
X1844 X3689 X3690
X1845 X3691 X3692
X1846 X3693 X3694
X1847 X3695 X3696
X1848 X3697 X3698
X1849 X3699 X3700
X1850 X3701 X3702
X1851 X3703 X3704
X1852 X3705 X3706
X1853 X3707 X3708
X1854 X3709 X3710
X1855 X3711 X3712
X1856 X3713 X3714
X1857 X3715 X3716
X1858 X3717 X3718
X1859 X3719 X3720
X1860 X3721 X3722
X1861 X3723 X3724
X1862 X3725 X3726
X1863 X3727 X3728
X1864 X3729 X3730
X1865 X3731 X3732
X1866 X3733 X3734
X1867 X3735 X3736
X1868 X3737 X3738
X1869 X3739 X3740
X1870 X3741 X3742
X1871 X3743 X3744
X1872 X3745 X3746
X1873 X3747 X3748
X1874 X3749 X3750
X1875 X3751 X3752
X1876 X3753 X3754
X1877 X3755 X3756
X1878 X3757 X3758
X1879 X3759 X3760
X1880 X3761 X3762
X1881 X3763 X3764
X1882 X3765 X3766
X1883 X3767 X3768
X1884 X3769 X3770
X1885 X3771 X3772
X1886 X3773 X3774
X1887 X3775 X3776
X1888 X3777 X3778
X1889 X3779 X3780
X1890 X3781 X3782
X1891 X3783 X3784
X1892 X3785 X3786
X1893 X3787 X3788
X1894 X3789 X3790
X1895 X3791 X3792
X1896 X3793 X3794
X1897 X3795 X3796
X1898 X3797 X3798
X1899 X3799 X3800
X1900 X3801 X3802
X1901 X3803 X3804
X1902 X3805 X3806
X1903 X3807 X3808
X1904 X3809 X3810
X1905 X3811 X3812
X1906 X3813 X3814
X1907 X3815 X3816
X1908 X3817 X3818
X1909 X3819 X3820
X1910 X3821 X3822
X1911 X3823 X3824
X1912 X3825 X3826
X1913 X3827 X3828
X1914 X3829 X3830
X1915 X3831 X3832
X1916 X3833 X3834
X1917 X3835 X3836
X1918 X3837 X3838
X1919 X3839 X3840
X1920 X3841 X3842
X1921 X3843 X3844
X1922 X3845 X3846
X1923 X3847 X3848
X1924 X3849 X3850
X1925 X3851 X3852
X1926 X3853 X3854
X1927 X3855 X3856
X1928 X3857 X3858
X1929 X3859 X3860
X1930 X3861 X3862
X1931 X3863 X3864
X1932 X3865 X3866
X1933 X3867 X3868
X1934 X3869 X3870
X1935 X3871 X3872
X1936 X3873 X3874
X1937 X3875 X3876
X1938 X3877 X3878
X1939 X3879 X3880
X1940 X3881 X3882
X1941 X3883 X3884
X1942 X3885 X3886
X1943 X3887 X3888
X1944 X3889 X3890
X1945 X3891 X3892
X1946 X3893 X3894
X1947 X3895 X3896
X1948 X3897 X3898
X1949 X3899 X3900
X1950 X3901 X3902
X1951 X3903 X3904
X1952 X3905 X3906
X1953 X3907 X3908
X1954 X3909 X3910
X1955 X3911 X3912
X1956 X3913 X3914
X1957 X3915 X3916
X1958 X3917 X3918
X1959 X3919 X3920
X1960 X3921 X3922
X1961 X3923 X3924
X1962 X3925 X3926
X1963 X3927 X3928
X1964 X3929 X3930
X1965 X3931 X3932
X1966 X3933 X3934
X1967 X3935 X3936
X1968 X3937 X3938
X1969 X3939 X3940
X1970 X3941 X3942
X1971 X3943 X3944
X1972 X3945 X3946
X1973 X3947 X3948
X1974 X3949 X3950
X1975 X3951 X3952
X1976 X3953 X3954
X1977 X3955 X3956
X1978 X3957 X3958
X1979 X3959 X3960
X1980 X3961 X3962
X1981 X3963 X3964
X1982 X3965 X3966
X1983 X3967 X3968
X1984 X3969 X3970
X1985 X3971 X3972
X1986 X3973 X3974
X1987 X3975 X3976
X1988 X3977 X3978
X1989 X3979 X3980
X1990 X3981 X3982
X1991 X3983 X3984
X1992 X3985 X3986
X1993 X3987 X3988
X1994 X3989 X3990
X1995 X3991 X3992
X1996 X3993 X3994
X1997 X3995 X3996
X1998 X3997 X3998
X1999 X3999 X4000
X2000 X4001 X4002
X2001 X4003 X4004
X2002 X4005 X4006
X2003 X4007 X4008
X2004 X4009 X4010
X2005 X4011 X4012
X2006 X4013 X4014
X2007 X4015 X4016
X2008 X4017 X4018
X2009 X4019 X4020
X2010 X4021 X4022
X2011 X4023 X4024
X2012 X4025 X4026
X2013 X4027 X4028
X2014 X4029 X4030
X2015 X4031 X4032
X2016 X4033 X4034
X2017 X4035 X4036
X2018 X4037 X4038
X2019 X4039 X4040
X2020 X4041 X4042
X2021 X4043 X4044
X2022 X4045 X4046
X2023 X4047 X4048
X2024 X4049 X4050
X2025 X4051 X4052
X2026 X4053 X4054
X2027 X4055 X4056
X2028 X4057 X4058
X2029 X4059 X4060
X2030 X4061 X4062
X2031 X4063 X4064
X2032 X4065 X4066
X2033 X4067 X4068
X2034 X4069 X4070
X2035 X4071 X4072
X2036 X4073 X4074
X2037 X4075 X4076
X2038 X4077 X4078
X2039 X4079 X4080
X2040 X4081 X4082
X2041 X4083 X4084
X2042 X4085 X4086
X2043 X4087 X4088
X2044 X4089 X4090
X2045 X4091 X4092
X2046 X4093 X4094
X2047 90 96
X2048 99 99
X2049 93 102
X2050 105 106
X2051 99 99
X2052 96 104
X2053 98 103
X2054 97 105
X2055 93 104
X2056 97 107
X2057 98 98
X2058 111 116
X2059 89 95
X2060 99 113
X2061 99 108
X2062 111 115
X2063 91 102
X2064 100 101
X2065 98 105
X2066 110 122
X2067 112 115
X2068 119 127
X2069 104 119
X2070 124 128
X2071 103 104
X2072 112 124
X2073 115 127
X2074 122 136
X2075 111 120
X2076 129 134
X2077 113 126
X2078 119 137
X2079 88 93
X2080 91 91
X2081 98 102
X2082 101 101
X2083 101 102
X2084 108 118
X2085 104 104
X2086 107 121
X2087 95 104
X2088 111 116
X2089 96 111
X2090 114 121
X2091 103 115
X2092 126 127
X2093 120 129
X2094 128 141
X2095 96 105
X2096 103 109
X2097 99 112
X2098 105 124
X2099 107 109
X2100 115 122
X2101 103 118
X2102 121 121
X2103 95 101
X2104 101 106
X2105 112 121
X2106 115 118
X2107 102 118
X2108 114 115
X2109 109 118
X2110 125 139
X2111 95 98
X2112 94 100
X2113 102 102
X2114 113 120
X2115 95 108
X2116 100 115
X2117 93 107
X2118 115 118
X2119 95 106
X2120 104 107
X2121 114 116
X2122 121 129
X2123 100 117
X2124 115 118
X2125 103 115
X2126 118 125
X2127 98 111
X2128 109 120
X2129 103 117
X2130 121 122
X2131 102 106
X2132 107 111
X2133 111 127
X2134 117 132
X2135 102 110
X2136 115 124
X2137 107 124
X2138 133 133
X2139 102 119
X2140 119 121
X2141 117 130
X2142 132 147
X2143 90 92
X2144 88 98
X2145 106 107
X2146 106 108
X2147 102 112
X2148 115 116
X2149 117 123
X2150 115 129
X2151 100 107
X2152 112 124
X2153 110 115
X2154 111 122
X2155 102 110
X2156 116 121
X2157 112 121
X2158 118 136
X2159 105 113
X2160 110 122
X2161 114 127
X2162 126 130
X2163 108 118
X2164 126 126
X2165 126 134
X2166 129 147
X2167 111 114
X2168 125 133
X2169 119 120
X2170 113 132
X2171 109 128
X2172 130 135
X2173 125 129
X2174 130 139
X2175 83 96
X2176 94 107
X2177 98 105
X2178 109 111
X2179 98 100
X2180 102 116
X2181 102 107
X2182 107 113
X2183 99 101
X2184 104 115
X2185 99 105
X2186 112 120
X2187 100 110
X2188 120 120
X2189 117 129
X2190 124 139
X2191 103 111
X2192 106 108
X2193 101 105
X2194 107 118
X2195 101 111
X2196 106 109
X2197 103 107
X2198 115 119
X2199 97 104
X2200 107 111
X2201 112 114
X2202 115 124
X2203 103 107
X2204 113 115
X2205 108 109
X2206 116 125
X2207 92 102
X2208 102 105
X2209 91 98
X2210 105 114
X2211 103 112
X2212 114 124
X2213 99 114
X2214 118 122
X2215 103 120
X2216 123 139
X2217 108 118
X2218 120 139
X2219 114 123
X2220 117 130
X2221 110 126
X2222 126 126
X2223 101 116
X2224 104 115
X2225 102 111
X2226 112 117
X2227 101 116
X2228 110 119
X2229 110 116
X2230 126 130
X2231 104 108
X2232 120 127
X2233 128 129
X2234 127 132
X2235 130 139
X2236 126 143
X2237 142 155
X2238 139 162
X2239 98 110
X2240 106 118
X2241 106 113
X2242 125 131
X2243 108 119
X2244 114 115
X2245 106 111
X2246 114 125
X2247 98 103
X2248 105 107
X2249 106 123
X2250 117 124
X2251 100 114
X2252 111 116
X2253 107 123
X2254 129 136
X2255 92 94
X2256 106 106
X2257 113 114
X2258 116 116
X2259 104 106
X2260 111 123
X2261 119 132
X2262 122 131
X2263 100 108
X2264 102 119
X2265 116 126
X2266 121 139
X2267 104 108
X2268 110 123
X2269 119 132
X2270 124 133
X2271 102 109
X2272 106 115
X2273 101 114
X2274 114 120
X2275 95 109
X2276 108 117
X2277 107 117
X2278 124 132
X2279 112 124
X2280 130 139
X2281 120 140
X2282 127 146
X2283 110 119
X2284 123 136
X2285 129 133
X2286 148 156
X2287 108 108
X2288 111 124
X2289 121 128
X2290 132 142
X2291 113 114
X2292 109 124
X2293 119 126
X2294 134 135
X2295 115 123
X2296 113 130
X2297 121 131
X2298 138 141
X2299 127 129
X2300 131 138
X2301 136 145
X2302 153 162
X2303 88 102
X2304 97 107
X2305 106 117
X2306 106 121
X2307 93 102
X2308 109 111
X2309 110 113
X2310 117 122
X2311 103 110
X2312 107 117
X2313 102 112
X2314 117 134
X2315 113 118
X2316 125 135
X2317 119 121
X2318 134 143
X2319 106 111
X2320 107 122
X2321 105 121
X2322 112 117
X2323 113 114
X2324 115 118
X2325 122 133
X2326 127 131
X2327 112 115
X2328 115 130
X2329 109 111
X2330 127 129
X2331 118 122
X2332 119 132
X2333 113 125
X2334 130 132
X2335 101 112
X2336 109 113
X2337 105 114
X2338 111 130
X2339 116 120
X2340 111 127
X2341 115 126
X2342 123 133
X2343 104 119
X2344 110 117
X2345 114 128
X2346 118 130
X2347 111 118
X2348 108 125
X2349 122 135
X2350 139 140
X2351 104 108
X2352 107 120
X2353 112 112
X2354 110 126
X2355 103 116
X2356 115 124
X2357 124 124
X2358 117 136
X2359 108 120
X2360 118 135
X2361 116 124
X2362 130 133
X2363 124 136
X2364 139 153
X2365 139 155
X2366 147 158
X2367 104 106
X2368 106 112
X2369 109 109
X2370 106 120
X2371 98 112
X2372 114 116
X2373 110 113
X2374 126 133
X2375 100 106
X2376 114 124
X2377 118 132
X2378 126 126
X2379 119 120
X2380 117 136
X2381 121 135
X2382 129 137
X2383 100 110
X2384 114 126
X2385 117 119
X2386 134 140
X2387 105 105
X2388 117 127
X2389 117 130
X2390 122 142
X2391 122 129
X2392 145 146
X2393 126 146
X2394 145 147
X2395 123 137
X2396 141 164
X2397 127 146
X2398 145 166
X2399 108 120
X2400 122 141
X2401 113 116
X2402 125 137
X2403 121 121
X2404 121 124
X2405 114 123
X2406 124 134
X2407 102 106
X2408 117 126
X2409 123 133
X2410 126 146
X2411 117 128
X2412 125 136
X2413 128 137
X2414 148 158
X2415 109 126
X2416 121 138
X2417 117 132
X2418 133 143
X2419 122 125
X2420 124 130
X2421 128 128
X2422 135 135
X2423 109 120
X2424 108 121
X2425 118 130
X2426 129 148
X2427 108 125
X2428 127 134
X2429 136 146
X2430 144 147
X2431 113 129
X2432 125 125
X2433 115 119
X2434 121 142
X2435 120 123
X2436 115 128
X2437 117 138
X2438 141 143
X2439 111 120
X2440 114 117
X2441 118 119
X2442 132 132
X2443 118 124
X2444 118 135
X2445 126 147
X2446 144 146
X2447 102 117
X2448 112 129
X2449 108 115
X2450 117 131
X2451 121 132
X2452 130 138
X2453 135 137
X2454 128 148
X2455 115 117
X2456 120 126
X2457 118 119
X2458 138 140
X2459 127 127
X2460 120 138
X2461 144 144
X2462 140 155
X2463 116 122
X2464 119 128
X2465 120 123
X2466 130 147
X2467 132 132
X2468 149 150
X2469 130 149
X2470 158 163
X2471 123 133
X2472 143 146
X2473 146 156
X2474 155 156
X2475 134 139
X2476 130 145
X2477 142 151
X2478 155 163
X2479 116 134
X2480 122 140
X2481 119 138
X2482 145 147
X2483 120 136
X2484 130 141
X2485 142 142
X2486 147 152
X2487 141 142
X2488 141 153
X2489 146 162
X2490 176 176
X2491 151 155
X2492 156 159
X2493 156 164
X2494 172 178
X2495 124 139
X2496 131 146
X2497 143 148
X2498 148 149
X2499 127 147
X2500 137 147
X2501 137 155
X2502 156 160
X2503 132 141
X2504 139 139
X2505 143 153
X2506 147 155
X2507 139 142
X2508 146 156
X2509 139 162
X2510 156 156
X2511 130 136
X2512 130 138
X2513 132 137
X2514 132 144
X2515 141 142
X2516 135 150
X2517 136 154
X2518 158 166
X2519 128 140
X2520 127 146
X2521 138 154
X2522 160 167
X2523 137 156
X2524 164 172
X2525 157 160
X2526 165 179
X2527 134 135
X2528 127 146
X2529 129 142
X2530 133 138
X2531 121 139
X2532 144 158
X2533 139 144
X2534 144 162
X2535 134 157
X2536 143 156
X2537 154 166
X2538 155 172
X2539 150 154
X2540 170 172
X2541 152 166
X2542 181 190
X2543 132 150
X2544 149 161
X2545 139 151
X2546 145 162
X2547 141 155
X2548 160 165
X2549 154 168
X2550 159 182
X2551 137 146
X2552 144 152
X2553 146 157
X2554 164 176
X2555 162 172
X2556 171 200
X2557 163 184
X2558 175 195
X2559 92 104
X2560 103 119
X2561 113 116
X2562 108 122
X2563 110 111
X2564 124 127
X2565 114 119
X2566 126 137
X2567 100 109
X2568 106 121
X2569 108 111
X2570 113 132
X2571 102 105
X2572 115 124
X2573 119 127
X2574 120 138
X2575 98 104
X2576 114 116
X2577 104 106
X2578 109 128
X2579 111 113
X2580 108 120
X2581 113 119
X2582 124 129
X2583 117 135
X2584 135 136
X2585 121 137
X2586 136 140
X2587 120 123
X2588 125 131
X2589 130 146
X2590 138 153
X2591 102 112
X2592 106 108
X2593 100 112
X2594 117 124
X2595 111 119
X2596 123 130
X2597 116 128
X2598 119 137
X2599 100 102
X2600 100 116
X2601 116 116
X2602 116 127
X2603 103 108
X2604 119 127
X2605 126 126
X2606 126 140
X2607 102 103
X2608 112 112
X2609 117 124
X2610 121 121
X2611 112 131
X2612 121 126
X2613 137 139
X2614 144 149
X2615 107 117
X2616 120 124
X2617 120 131
X2618 132 148
X2619 103 119
X2620 119 137
X2621 126 138
X2622 137 148
X2623 98 105
X2624 99 110
X2625 96 111
X2626 104 117
X2627 99 111
X2628 109 128
X2629 103 113
X2630 117 129
X2631 98 113
X2632 108 122
X2633 117 131
X2634 125 141
X2635 103 120
X2636 120 120
X2637 107 121
X2638 130 137
X2639 110 117
X2640 120 136
X2641 116 130
X2642 126 129
X2643 109 118
X2644 117 120
X2645 121 136
X2646 136 141
X2647 115 123
X2648 125 139
X2649 126 133
X2650 136 142
X2651 130 141
X2652 130 150
X2653 127 140
X2654 143 145
X2655 106 114
X2656 115 129
X2657 108 125
X2658 126 127
X2659 106 123
X2660 124 125
X2661 110 128
X2662 122 124
X2663 105 114
X2664 117 132
X2665 124 126
X2666 137 140
X2667 113 132
X2668 136 141
X2669 131 152
X2670 154 171
X2671 117 123
X2672 135 139
X2673 122 131
X2674 128 145
X2675 126 134
X2676 135 150
X2677 133 152
X2678 158 168
X2679 138 141
X2680 146 152
X2681 141 153
X2682 153 174
X2683 138 143
X2684 147 156
X2685 140 154
X2686 160 169
X2687 93 101
X2688 102 114
X2689 109 118
X2690 108 125
X2691 100 106
X2692 102 114
X2693 105 117
X2694 110 120
X2695 94 106
X2696 106 112
X2697 101 114
X2698 118 123
X2699 106 109
X2700 110 110
X2701 114 116
X2702 112 118
X2703 93 99
X2704 101 111
X2705 96 103
X2706 105 110
X2707 92 103
X2708 97 110
X2709 112 113
X2710 114 118
X2711 108 111
X2712 109 112
X2713 109 125
X2714 121 134
X2715 104 121
X2716 105 120
X2717 113 130
X2718 131 131
X2719 103 105
X2720 113 118
X2721 104 118
X2722 110 119
